id,code,name,description,created,modified,company_id
1,0012,RAÍZEN DOIS CÓRREGOS,"Telefone: (14) 3652-8282 / (14) 3652-8282
FAZENDA PAU D´ALHO, S/Nº - DOIS CÓRREGOS (SP) - CEP 17340-000",2017-03-18 09:59:46.615466,2017-03-18 13:10:47.432879,1
