id,model,patrimony,description,created,modified,assetType_id,equipment_id,manufacturer_id,criticalness_id
242,SENSOR - Sensor do fundo fechado BMA 2,,SENSOR - Sensor do fundo fechado BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000241,2017-01-01 00:00:00.000241,40,309,1,1
243,SENSOR - Sensor do fundo aberto BMA 2,,SENSOR - Sensor do fundo aberto BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000242,2017-01-01 00:00:00.000242,40,309,1,1
244,SENSOR - Sensor da pendulação 2 BMA 2,,SENSOR - Sensor da pendulação 2 BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000243,2017-01-01 00:00:00.000243,40,309,1,1
245,SENSOR - Sensor da pendulação 1 BMA 2,,SENSOR - Sensor da pendulação 1 BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000244,2017-01-01 00:00:00.000244,40,309,1,1
246,SENSOR - Sensor da comporta de carga BMA 2,,SENSOR - Sensor da comporta de carga BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000245,2017-01-01 00:00:00.000245,40,309,1,1
247,SENSOR - Sensor do freio pneumático BMA 2,,SENSOR - Sensor do freio pneumático BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000246,2017-01-01 00:00:00.000246,40,309,1,1
248,SENSOR - Sensor descarregador repouso da BMA 3,,SENSOR - Sensor descarregador repouso da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000247,2017-01-01 00:00:00.000247,40,310,1,1
249,SENSOR - Sensor descarregador em cima da BMA 3,,SENSOR - Sensor descarregador em cima da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000248,2017-01-01 00:00:00.000248,40,310,1,1
250,SENSOR - Sensor descarregador em baixo da BMA 3,,SENSOR - Sensor descarregador em baixo da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000249,2017-01-01 00:00:00.000249,40,310,1,1
251,SENSOR - Sensor descarregador tela da BMA 3,,SENSOR - Sensor descarregador tela da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000250,2017-01-01 00:00:00.000250,40,310,1,1
252,SENSOR - Sensor do apalpador da BMA 3,,SENSOR - Sensor do apalpador da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000251,2017-01-01 00:00:00.000251,40,310,1,1
253,SENSOR - Sensor do fundo fechado BMA 3,,SENSOR - Sensor do fundo fechado BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000252,2017-01-01 00:00:00.000252,40,310,1,1
254,SENSOR - Sensor do fundo aberto BMA 3,,SENSOR - Sensor do fundo aberto BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000253,2017-01-01 00:00:00.000253,40,310,1,1
255,SENSOR - Sensor da pendulação 2 BMA 3,,SENSOR - Sensor da pendulação 2 BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000254,2017-01-01 00:00:00.000254,40,310,1,1
256,SENSOR - Sensor da pendulação 1 BMA 3,,SENSOR - Sensor da pendulação 1 BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000255,2017-01-01 00:00:00.000255,40,310,1,1
257,SENSOR - Sensor da comporta de carga BMA 3,,SENSOR - Sensor da comporta de carga BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000256,2017-01-01 00:00:00.000256,40,310,1,1
258,SENSOR - Sensor do freio pneumático BMA 3,,SENSOR - Sensor do freio pneumático BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000257,2017-01-01 00:00:00.000257,40,310,1,1
259,SENSOR - Sensor descarregador repouso da BMA 4,,SENSOR - Sensor descarregador repouso da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000258,2017-01-01 00:00:00.000258,40,311,1,1
260,SENSOR - Sensor descarregador em cima da BMA 4,,SENSOR - Sensor descarregador em cima da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000259,2017-01-01 00:00:00.000259,40,311,1,1
261,SENSOR - Sensor descarregador em baixo da BMA 4,,SENSOR - Sensor descarregador em baixo da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000260,2017-01-01 00:00:00.000260,40,311,1,1
262,SENSOR - Sensor descarregador tela da BMA 4,,SENSOR - Sensor descarregador tela da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000261,2017-01-01 00:00:00.000261,40,311,1,1
263,SENSOR - Sensor do apalpador da BMA 4,,SENSOR - Sensor do apalpador da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000262,2017-01-01 00:00:00.000262,40,311,1,1
264,SENSOR - Sensor do fundo fechado BMA 4,,SENSOR - Sensor do fundo fechado BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000263,2017-01-01 00:00:00.000263,40,311,1,1
265,SENSOR - Sensor do fundo aberto BMA 4,,SENSOR - Sensor do fundo aberto BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000264,2017-01-01 00:00:00.000264,40,311,1,1
266,SENSOR - Sensor da pendulação 2 BMA 4,,SENSOR - Sensor da pendulação 2 BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000265,2017-01-01 00:00:00.000265,40,311,1,1
267,SENSOR - Sensor da pendulação 1 BMA 4,,SENSOR - Sensor da pendulação 1 BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000266,2017-01-01 00:00:00.000266,40,311,1,1
268,SENSOR - Sensor da comporta de carga BMA 4,,SENSOR - Sensor da comporta de carga BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000267,2017-01-01 00:00:00.000267,40,311,1,1
269,SENSOR - Sensor do freio pneumático BMA 4,,SENSOR - Sensor do freio pneumático BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000268,2017-01-01 00:00:00.000268,40,311,1,1
270,SENSOR - Sensor descarregador repouso da BMA 5,,SENSOR - Sensor descarregador repouso da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000269,2017-01-01 00:00:00.000269,40,312,1,1
271,SENSOR - Sensor descarregador em cima da BMA 5,,SENSOR - Sensor descarregador em cima da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000270,2017-01-01 00:00:00.000270,40,312,1,1
272,SENSOR - Sensor descarregador em baixo da BMA 5,,SENSOR - Sensor descarregador em baixo da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000271,2017-01-01 00:00:00.000271,40,312,1,1
273,SENSOR - Sensor descarregador tela da BMA 5,,SENSOR - Sensor descarregador tela da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000272,2017-01-01 00:00:00.000272,40,312,1,1
274,SENSOR - Sensor do apalpador da BMA 5,,SENSOR - Sensor do apalpador da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000273,2017-01-01 00:00:00.000273,40,312,1,1
275,SENSOR - Sensor do fundo fechado BMA 5,,SENSOR - Sensor do fundo fechado BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000274,2017-01-01 00:00:00.000274,40,312,1,1
276,SENSOR - Sensor do fundo aberto BMA 5,,SENSOR - Sensor do fundo aberto BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000275,2017-01-01 00:00:00.000275,40,312,1,1
277,SENSOR - Sensor da pendulação 2 BMA 5,,SENSOR - Sensor da pendulação 2 BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000276,2017-01-01 00:00:00.000276,40,312,1,1
278,SENSOR - Sensor da pendulação 1 BMA 5,,SENSOR - Sensor da pendulação 1 BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000277,2017-01-01 00:00:00.000277,40,312,1,1
279,SENSOR - Sensor da comporta de carga BMA 5,,SENSOR - Sensor da comporta de carga BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000278,2017-01-01 00:00:00.000278,40,312,1,1
280,SENSOR - Sensor do freio pneumático BMA 5,,SENSOR - Sensor do freio pneumático BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000279,2017-01-01 00:00:00.000279,40,312,1,1
281,SENSOR - Sensor descarregador em cima da VETEK,,SENSOR - Sensor descarregador em cima da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000280,2017-01-01 00:00:00.000280,40,313,1,1
282,SENSOR - Sensor descarregador em baixo da VETEK,,SENSOR - Sensor descarregador em baixo da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000281,2017-01-01 00:00:00.000281,40,313,1,1
283,SENSOR - Sensor descarregador da tela da VETEK,,SENSOR - Sensor descarregador da tela da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000282,2017-01-01 00:00:00.000282,40,313,1,1
284,SENSOR - Sensor fundo aberto da VETEK,,SENSOR - Sensor fundo aberto da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000283,2017-01-01 00:00:00.000283,40,313,1,1
285,SENSOR - Sensor apalpador da VETEK,,SENSOR - Sensor apalpador da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000284,2017-01-01 00:00:00.000284,40,313,1,1
286,SENSOR - Sensor da comporta da VETEK,,SENSOR - Sensor da comporta da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000285,2017-01-01 00:00:00.000285,40,313,1,1
287,SENSOR - Sensor da pendulação 2 da VETEK,,SENSOR - Sensor da pendulação 2 da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000286,2017-01-01 00:00:00.000286,40,313,1,1
288,SENSOR - Sensor da pendulação 1 da VETEK,,SENSOR - Sensor da pendulação 1 da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000287,2017-01-01 00:00:00.000287,40,313,1,1
289,VALVULA SOLENOIDE - Válvula separador de mel da BMA 1,,VALVULA SOLENOIDE - Válvula separador de mel da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000288,2017-01-01 00:00:00.000288,39,308,1,1
290,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 1,,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000289,2017-01-01 00:00:00.000289,39,308,1,1
291,VALVULA SOLENOIDE - Válvula bandeja da BMA 1,,VALVULA SOLENOIDE - Válvula bandeja da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000290,2017-01-01 00:00:00.000290,39,308,1,1
292,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 1,,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000291,2017-01-01 00:00:00.000291,39,308,1,1
293,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 1,,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000292,2017-01-01 00:00:00.000292,39,308,1,1
294,VALVULA SOLENOIDE - Válvula descer descarregador da BMA 1,,VALVULA SOLENOIDE - Válvula descer descarregador da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000293,2017-01-01 00:00:00.000293,39,308,1,1
295,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 1,,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000294,2017-01-01 00:00:00.000294,39,308,1,1
296,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 1,,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000295,2017-01-01 00:00:00.000295,39,308,1,1
297,VALVULA SOLENOIDE - Válvula de libera água da BMA 1,,VALVULA SOLENOIDE - Válvula de libera água da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000296,2017-01-01 00:00:00.000296,39,308,1,1
298,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 1,,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000297,2017-01-01 00:00:00.000297,39,308,1,1
299,VALVULA SOLENOIDE - Válvula de lavagem da bandeja da BMA 1,,VALVULA SOLENOIDE - Válvula de lavagem da bandeja da BMA 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000298,2017-01-01 00:00:00.000298,39,308,1,1
300,VALVULA SOLENOIDE - Válvula separador de mel da BMA 2,,VALVULA SOLENOIDE - Válvula separador de mel da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000299,2017-01-01 00:00:00.000299,39,309,1,1
301,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 2,,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000300,2017-01-01 00:00:00.000300,39,309,1,1
302,VALVULA SOLENOIDE - Válvula bandeja da BMA 2,,VALVULA SOLENOIDE - Válvula bandeja da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000301,2017-01-01 00:00:00.000301,39,309,1,1
303,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 2,,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000302,2017-01-01 00:00:00.000302,39,309,1,1
304,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 2,,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000303,2017-01-01 00:00:00.000303,39,309,1,1
305,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 2,,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000304,2017-01-01 00:00:00.000304,39,309,1,1
306,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 2,,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000305,2017-01-01 00:00:00.000305,39,309,1,1
307,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 2,,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000306,2017-01-01 00:00:00.000306,39,309,1,1
308,VALVULA SOLENOIDE - Válvula de libera água da BMA 2,,VALVULA SOLENOIDE - Válvula de libera água da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000307,2017-01-01 00:00:00.000307,39,309,1,1
309,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 2,,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000308,2017-01-01 00:00:00.000308,39,309,1,1
310,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 2,,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000309,2017-01-01 00:00:00.000309,39,309,1,1
311,VALVULA SOLENOIDE - Válvula separador de mel da BMA 3,,VALVULA SOLENOIDE - Válvula separador de mel da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000310,2017-01-01 00:00:00.000310,39,310,1,1
312,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 3,,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000311,2017-01-01 00:00:00.000311,39,310,1,1
313,VALVULA SOLENOIDE - Válvula bandeja da BMA 3,,VALVULA SOLENOIDE - Válvula bandeja da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000312,2017-01-01 00:00:00.000312,39,310,1,1
314,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 3,,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000313,2017-01-01 00:00:00.000313,39,310,1,1
315,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 3,,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000314,2017-01-01 00:00:00.000314,39,310,1,1
316,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 3,,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000315,2017-01-01 00:00:00.000315,39,310,1,1
317,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 3,,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000316,2017-01-01 00:00:00.000316,39,310,1,1
318,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 3,,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000317,2017-01-01 00:00:00.000317,39,310,1,1
319,VALVULA SOLENOIDE - Válvula de libera água da BMA 3,,VALVULA SOLENOIDE - Válvula de libera água da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000318,2017-01-01 00:00:00.000318,39,310,1,1
320,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 3,,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000319,2017-01-01 00:00:00.000319,39,310,1,1
321,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 3,,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000320,2017-01-01 00:00:00.000320,39,310,1,1
322,VALVULA SOLENOIDE - Válvula separador de mel da BMA 4,,VALVULA SOLENOIDE - Válvula separador de mel da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000321,2017-01-01 00:00:00.000321,39,311,1,1
323,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 4,,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000322,2017-01-01 00:00:00.000322,39,311,1,1
324,VALVULA SOLENOIDE - Válvula bandeja da BMA 4,,VALVULA SOLENOIDE - Válvula bandeja da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000323,2017-01-01 00:00:00.000323,39,311,1,1
325,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 4,,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000324,2017-01-01 00:00:00.000324,39,311,1,1
326,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 4,,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000325,2017-01-01 00:00:00.000325,39,311,1,1
327,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 4,,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000326,2017-01-01 00:00:00.000326,39,311,1,1
328,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 4,,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000327,2017-01-01 00:00:00.000327,39,311,1,1
329,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 4,,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000328,2017-01-01 00:00:00.000328,39,311,1,1
330,VALVULA SOLENOIDE - Válvula de libera água da BMA 4,,VALVULA SOLENOIDE - Válvula de libera água da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000329,2017-01-01 00:00:00.000329,39,311,1,1
331,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 4,,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000330,2017-01-01 00:00:00.000330,39,311,1,1
332,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 4,,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 4 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000331,2017-01-01 00:00:00.000331,39,311,1,1
333,VALVULA SOLENOIDE - Válvula separador de mel da BMA 5,,VALVULA SOLENOIDE - Válvula separador de mel da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000332,2017-01-01 00:00:00.000332,39,312,1,1
334,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 5,,VALVULA SOLENOIDE - Válvula levantar fundo da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000333,2017-01-01 00:00:00.000333,39,312,1,1
335,VALVULA SOLENOIDE - Válvula bandeja da BMA 5,,VALVULA SOLENOIDE - Válvula bandeja da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000334,2017-01-01 00:00:00.000334,39,312,1,1
336,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 5,,VALVULA SOLENOIDE - Válvula comporta de carga da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000335,2017-01-01 00:00:00.000335,39,312,1,1
337,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 5,,VALVULA SOLENOIDE - Válvula freio pneumático da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000336,2017-01-01 00:00:00.000336,39,312,1,1
338,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 5,,VALVULA SOLENOIDE - Válvula descarregador tela da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000337,2017-01-01 00:00:00.000337,39,312,1,1
339,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 5,,VALVULA SOLENOIDE - Válvula descer descarregador  da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000338,2017-01-01 00:00:00.000338,39,312,1,1
340,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 5,,VALVULA SOLENOIDE - Válvula de bloqueio da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000339,2017-01-01 00:00:00.000339,39,312,1,1
341,VALVULA SOLENOIDE - Válvula de libera água da BMA 5,,VALVULA SOLENOIDE - Válvula de libera água da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000340,2017-01-01 00:00:00.000340,39,312,1,1
342,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 5,,VALVULA SOLENOIDE - Válvula de libera vapor da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000341,2017-01-01 00:00:00.000341,39,312,1,1
343,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 5,,VALVULA SOLENOIDE - Válvula de lavagem de tela da BMA 5 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000342,2017-01-01 00:00:00.000342,39,312,1,1
344,VALVULA SOLENOIDE - Válvula separador de mel da VETEK,,VALVULA SOLENOIDE - Válvula separador de mel da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000343,2017-01-01 00:00:00.000343,39,313,1,1
345,VALVULA SOLENOIDE - Válvula levantar fundo da VETEK,,VALVULA SOLENOIDE - Válvula levantar fundo da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000344,2017-01-01 00:00:00.000344,39,313,1,1
346,VALVULA SOLENOIDE - Válvula bandeja da VETEK,,VALVULA SOLENOIDE - Válvula bandeja da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000345,2017-01-01 00:00:00.000345,39,313,1,1
347,VALVULA SOLENOIDE - Válvula freio pneumático da VETEK,,VALVULA SOLENOIDE - Válvula freio pneumático da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000346,2017-01-01 00:00:00.000346,39,313,1,1
348,VALVULA SOLENOIDE - Válvula comporta de carga da VETEK,,VALVULA SOLENOIDE - Válvula comporta de carga da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000347,2017-01-01 00:00:00.000347,39,313,1,1
349,VALVULA SOLENOIDE - Válvula descer descarregador da VETEK,,VALVULA SOLENOIDE - Válvula descer descarregador da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000348,2017-01-01 00:00:00.000348,39,313,1,1
350,VALVULA SOLENOIDE - Válvula recuo descarregador da VETEK,,VALVULA SOLENOIDE - Válvula recuo descarregador da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000349,2017-01-01 00:00:00.000349,39,313,1,1
351,VALVULA SOLENOIDE - Válvula gira tela da VETEK,,VALVULA SOLENOIDE - Válvula gira tela da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000350,2017-01-01 00:00:00.000350,39,313,1,1
352,VALVULA SOLENOIDE - Válvula de libera água da VETEK,,VALVULA SOLENOIDE - Válvula de libera água da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000351,2017-01-01 00:00:00.000351,39,313,1,1
353,VALVULA SOLENOIDE - Válvula de libera vapor da VETEK,,VALVULA SOLENOIDE - Válvula de libera vapor da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000352,2017-01-01 00:00:00.000352,39,313,1,1
354,VALVULA SOLENOIDE - Válvula de libera lavagem de tela da VETEK,,VALVULA SOLENOIDE - Válvula de libera lavagem de tela da VETEK - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000353,2017-01-01 00:00:00.000353,39,313,1,1
355,TRANSMISSOR DE TEMPERATURA - D200YTIT001A Temperatura Balão de Flash FAB.,,TRANSMISSOR DE TEMPERATURA - D200YTIT001A Temperatura Balão de Flash FAB. - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000354,2017-01-01 00:00:00.000354,19,212,1,1
356,TERMORESISTENCIA TIPO PT100 - Temp. vapor escape,,TERMORESISTENCIA TIPO PT100 - Temp. vapor escape - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000355,2017-01-01 00:00:00.000355,35,257,1,1
357,TERMORESISTENCIA TIPO PT100 - Temp. controle do vapor escape,,TERMORESISTENCIA TIPO PT100 - Temp. controle do vapor escape - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000356,2017-01-01 00:00:00.000356,35,257,1,1
358,TERMORESISTENCIA TIPO PT100 - Temp. secador de açúcar,,TERMORESISTENCIA TIPO PT100 - Temp. secador de açúcar - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000357,2017-01-01 00:00:00.000357,35,350,1,1
359,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 1,,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 1 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000358,2017-01-01 00:00:00.000358,35,272,1,1
360,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 2,,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 2 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000359,2017-01-01 00:00:00.000359,35,272,1,1
361,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 3,,TERMORESISTENCIA TIPO PT100 - Temp. vácuo 3 - FABRICA DE AÇÚCAR,2017-01-01 00:00:00.000360,2017-01-01 00:00:00.000360,35,272,1,1
